Bus No,Material,Material Description,Model,Bus Format,Type,Replacement Date,Next Replacement Date,Final Replacement Date,Predicted Replacement Date,Interval Days,Failure Trend,Predicted Interval,Order Count,Total Withdrawn,Mileage Extracted,MaxMilage_AllYears,SumDistancePlanned_AllYears,SumDistanceActual_AllYears,Bus Age,Bus Age At Replacement,Status,Days Since Last Replacement,Time To Action,Odometer,Total Fault Count,Accident Count
SMB270Y,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,19/12/2024,00:00.0,19/12/2024,25/6/2030,2595,0,1807.010624,2,4,,929551767,3348040,2407699,12.96986301,9.031506849,Scheduled - Future,140,1666,928837,53,5
SMB271U,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,9/2/2023,00:00.0,9/2/2023,26/6/2028,1913,0,1632.163491,2,4,960167,1066049262,69752110,29836999,12.96986301,8.105479452,Scheduled - Future,819,812,1116639,72,5
SMB271U,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,24/1/2024,00:00.0,24/1/2024,10/6/2029,2262,0,1782.163491,2,4,1024700,1066049262,69752110,29836999,12.96986301,8.583561644,Scheduled - Future,470,1311,1116639,72,5
SMB272S,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,24/9/2019,00:00.0,24/9/2019,22/12/2027,1439,0,1506.925361,2,9,,1028767190,78993340,35251653,12.95068493,6.00456621,Overdue - Action Required,2057,-548.3333333,1113838,63,3
SMB272S,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,31/5/2024,00:00.0,31/5/2024,3/1/2030,2400,0,1821.770678,2,4,1051292,1028767190,78993340,35251653,12.95068493,8.726027397,Scheduled - Future,342,1478.5,1113838,63,3
SMB273P,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,4/6/2024,00:00.0,4/6/2024,27/1/2030,2383,0,1681.579517,2,4,36701,1043777351,97245030,42284227,12.95068493,8.760273973,Scheduled - Future,338,1342.5,1122125,63,8
SMB273P,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,26/12/2020,00:00.0,26/12/2020,22/8/2026,1892,0,1832.705626,2,4,782350,1043777351,97245030,42284227,12.95068493,5.991780822,Scheduled - Future,1594,237.5,1122125,63,8
SMB274L,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,11/3/2023,00:00.0,11/3/2023,7/7/2028,1941,0,1622.832769,2,4,930634,1024206095,74911340,29020850,12.95068493,8.130136986,Scheduled - Future,789,833,1091796,67,7
SMB274L,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,6/6/2024,00:00.0,6/6/2024,19/12/2029,2393,0,1811.265879,2,4,1023577,1024206095,74911340,29020850,12.95068493,8.752054795,Scheduled - Future,336,1474,1091796,67,7
SMB275J,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,7/11/2020,00:00.0,7/11/2020,7/4/2026,1681,0,1638.616121,2,4,729671,1016285450,68199220,31954521,12.93150685,6.12739726,Scheduled - Future,1643,-5.5,1056558,41,4
SMB275J,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,18/6/2024,00:00.0,18/6/2024,19/12/2029,2386,0,1805.297029,2,4,1008742,1016285450,68199220,31954521,12.93150685,8.775342466,Scheduled - Future,324,1480.5,1056558,41,4
SMB276G,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,20/8/2021,00:00.0,20/8/2021,8/4/2026,1453,0,1496.385492,2,4,934367,211079069,73427730,28151659,12.93150685,7.223287671,Scheduled - Future,1357,138.5,1220599,59,9
SMB276G,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,10/5/2019,00:00.0,10/5/2019,26/9/2026,408,0,1600,2,4,673939,211079069,73427730,28151659,12.93150685,6.37260274,Overdue - Action Required,2190,-591,1220599,59,9
SMB277D,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,18/10/2022,00:00.0,18/10/2022,27/9/2030,1810,0,1552.985917,2,4,16516,201815149,66476580,21624693,12.93150685,7.895890411,Scheduled - Future,933,619,1212814,59,4
SMB277D,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,18/10/2022,00:00.0,18/10/2022,27/9/2030,1810,0,1702.985917,2,4,16516,201815149,66476580,21624693,12.93150685,7.895890411,Scheduled - Future,933,769,1212814,59,4
SMB278B,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,8/3/2023,00:00.0,8/3/2023,11/8/2028,1959,0,1641.87357,2,4,972393,122276989,66396970,27723652,12.93150685,8.078082192,Scheduled - Future,792,849,1128921,94,5
SMB278B,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,15/7/2024,00:00.0,15/7/2024,19/12/2029,2454,0,1791.87357,2,4,1079624,122276989,66396970,27723652,12.93150685,8.756164384,Scheduled - Future,297,1494,1128921,94,5
SMB279Z,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,15/8/2021,00:00.0,15/8/2021,2/9/2026,1537,0,1572.185598,2,4,951741,218307582,68983640,25783437,12.91506849,7.078082192,Scheduled - Future,1362,209,1231851,68,3
SMB279Z,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,7/1/2023,00:00.0,7/1/2023,25/1/2028,2047,0,1722.185598,2,4,1059069,218307582,68983640,25783437,12.91506849,7.776712329,Scheduled - Future,852,869,1231851,68,3
SMB283K,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,28/4/2023,00:00.0,28/4/2023,20/5/2028,1872,0,1574.720179,2,4,599599,689354292,47254170,25090747,12.91506849,8.320547945,Scheduled - Future,741,832.5,698107,23,6
SMB283K,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,7/8/2023,00:00.0,7/8/2023,29/8/2028,1973,0,1724.720179,2,4,614434,689354292,47254170,25090747,12.91506849,8.45890411,Scheduled - Future,640,1083.5,698107,23,6
SMB284H,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,19/6/2021,00:00.0,19/6/2021,3/8/2026,1722,0,1585.535012,2,4,409779,636421117,29593390,16154171,12.91506849,6.668493151,Scheduled - Future,1419,165.5,645682,26,3
SMB284H,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,8/8/2023,00:00.0,8/8/2023,5/10/2028,2094,0,1742.56383,2,4,588826,636421117,29593390,16154171,12.91506849,8.295890411,Scheduled - Future,639,1102.5,645682,26,3
SMB285E,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,15/9/2019,,15/9/2019,11/10/2027,,0,1487.145702,1,1,,603235470,38503860,22208316,12.91506849,7.265753425,Overdue - Action Required,2062,-576,611933,32,7
SMB285E,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,11/10/2024,00:00.0,11/10/2024,27/2/2029,1853,0,1600,2,9,587104,603235470,38503860,22208316,12.91506849,8.957077626,Scheduled - Future,2062,772.3333333,611933,32,7
SMB286C,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,13/4/2023,00:00.0,13/4/2023,4/7/2028,1951,0,1604.74809,2,4,547263,631260150,48584290,37863738,12.90410959,8.160273973,Scheduled - Future,756,847.5,638735,29,4
SMB286C,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,13/4/2023,00:00.0,13/4/2023,4/7/2028,1950,0,1754.513675,2,4,547263,631260150,48584290,37863738,12.90410959,8.161643836,Scheduled - Future,756,997.5,638735,29,4
SMB287A,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,12/4/2023,00:00.0,12/4/2023,1/10/2028,2238,0,1649.629173,2,4,538487,625507007,48509520,28003778,12.90410959,7.764383562,Scheduled - Future,757,891.5,633909,34,3
SMB287A,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,12/4/2023,00:00.0,12/4/2023,24/4/2028,1857,0,1719.616222,2,4,538487,625507007,48509520,28003778,12.90410959,8.28630137,Scheduled - Future,757,961.5,633909,34,3
SMB290P,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,23/9/2022,00:00.0,23/9/2022,15/4/2026,998.5,1,1324.658392,3,9,687037,899056190,69638840,27471379,12.89041096,8.069406393,Scheduled - Future,1366,229.6666667,910920,42,4
SMB290P,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,23/9/2022,00:00.0,23/9/2022,22/5/2030,1747,0,1651.48371,2,4,724765,899056190,69638840,27471379,12.89041096,7.87260274,Scheduled - Future,958,692.5,910920,42,4
SMB291L,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,19/4/2022,00:00.0,19/4/2022,7/10/2026,1563,0,1466.071667,2,4,738123,923170310,64732980,22842938,12.89041096,7.694520548,Scheduled - Future,1115,350,933003,39,6
SMB291L,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,19/4/2022,00:00.0,19/4/2022,1/10/2026,1554,0,1613.362552,2,4,738123,923170310,64732980,22842938,12.89041096,7.706849315,Scheduled - Future,1115,497.5,933003,39,6
SMB292J,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,8/10/2022,00:00.0,8/10/2022,30/4/2026,1290,1,1388.899105,3,9,651529.5,926198997,78734170,29774208,12.89041096,7.221004566,Scheduled - Future,1742,178.6666667,921626,59,7
SMB292J,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,8/10/2022,00:00.0,8/10/2022,25/7/2030,1697,0,1675.663078,2,4,724712,926198997,78734170,29774208,12.89041096,7.982191781,Scheduled - Future,943,731.5,921626,59,7
SMB293G,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,11/11/2022,00:00.0,11/11/2022,19/5/2030,1743,0,1475.124897,2,4,714566,862405755,57050830,19510908,12.89041096,8.012328767,Scheduled - Future,909,565,875441,71,6
SMB293G,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,11/11/2022,00:00.0,11/11/2022,3/8/2030,1702,0,1663.231926,2,4,714566,862405755,57050830,19510908,12.89041096,8.068493151,Scheduled - Future,909,753,875441,71,6
SMB294D,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,10/7/2021,00:00.0,10/7/2021,29/12/2025,1452,0,1466.825541,2,4,614471.5,882994443,46109440,22701269,12.89041096,7.071232877,Scheduled - Future,1398,68,892072,42,3
SMB294D,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,19/3/2024,00:00.0,19/3/2024,27/5/2029,2350,0,1747.764144,2,4,839069,882994443,46109440,22701269,12.89041096,8.534246575,Scheduled - Future,415,1331.5,892072,42,3
SMB295B,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,10/7/2021,00:00.0,10/7/2021,24/2/2026,1344,0,1495.11059,2,4,550291,742181103,65776400,40413325,12.84931507,7.178082192,Scheduled - Future,1398,96,751228,48,13
SMB295B,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,10/8/2023,00:00.0,10/8/2023,26/3/2028,2105,0,1645.11059,2,4,650083,742181103,65776400,40413325,12.84931507,8.220547945,Scheduled - Future,637,1007,751228,48,13
SMB296Z,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,13/10/2022,00:00.0,13/10/2022,18/3/2030,1678,0,1458.978551,2,4,545104,675572766,62824350,37361120,12.84931507,7.980821918,Scheduled - Future,938,520,684953,46,11
SMB296Z,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,13/10/2022,00:00.0,13/10/2022,18/3/2030,1678,0,1608.978551,2,4,545104,675572766,62824350,37361120,12.84931507,7.980821918,Scheduled - Future,938,670,684953,46,11
SMB297X,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,21/4/2023,00:00.0,21/4/2023,5/3/2028,1857,0,1540.328924,2,4,575183,675771752,55504960,34198461,12.84931507,8.256164384,Scheduled - Future,748,791.5,684899,53,7
SMB297X,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,21/4/2023,00:00.0,21/4/2023,5/3/2028,1857,0,1690.328924,2,4,575183,675771752,55504960,34198461,12.84931507,8.256164384,Scheduled - Future,748,941.5,684899,53,7
SMB298T,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,11/11/2019,00:00.0,11/11/2019,3/6/2027,604,0,1300,2,4,419673,669685905,62579050,37350758,12.82739726,6.506849315,Overdue - Action Required,2005,-706,676321,45,10
SMB298T,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,11/8/2023,00:00.0,11/8/2023,28/12/2030,1973,0,1600,2,4,578963,669685905,62579050,37350758,12.82739726,8.382191781,Scheduled - Future,636,963,676321,45,10
SMB299R,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,19/4/2023,00:00.0,19/4/2023,6/4/2028,1867,0,1557.182818,2,4,527542,621990097,52500550,29742433,12.84931507,8.236986301,Scheduled - Future,750,806,632552,21,6
SMB299R,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,19/4/2023,00:00.0,19/4/2023,6/4/2028,1867,0,1707.182818,2,4,527542,621990097,52500550,29742433,12.84931507,8.236986301,Scheduled - Future,750,956,632552,21,6
SMB300U,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,Training,7/1/2018,,7/1/2018,9/11/2026,,0,1767.303727,1,1,,,,,12.83013699,5.493150685,Overdue - Action Required,2678,-912,385678,1,0
SMB300U,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,Training,6/2/2018,,6/2/2018,9/11/2026,,0,1737.48123,1,1,,,,,12.83013699,5.575342466,Overdue - Action Required,2648,-912,385678,1,0
SMB306D,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,Training,10/11/2017,,10/11/2017,5/12/2026,,0,1851.946727,1,1,,,,,12.81369863,5.317808219,Overdue - Action Required,2736,-885,393856,0,0
SMB306D,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,Training,9/11/2017,,9/11/2017,15/12/2026,,0,1862.045324,1,1,,,,,12.81369863,5.315068493,Overdue - Action Required,2737,-876,393856,0,0
SMB309X,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,10/2/2023,00:00.0,10/2/2023,15/1/2028,1863,0,1550.189978,2,4,859652,1015633214,75250750,16299771,12.79452055,8.001369863,Scheduled - Future,818,731,1039684,72,3
SMB309X,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,5/1/2018,,5/1/2018,4/4/2027,,0,2281.701497,1,1,,1015633214,75250750,16299771,12.79452055,5.452054795,Overdue - Action Required,2680,-399,1039684,72,3
SMB310R,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,7/7/2021,00:00.0,7/7/2021,13/9/2026,1498,0,1597.462369,2,4,724118.5,151849174,88412330,59425295,12.75890411,6.868493151,Scheduled - Future,1401,195.5,1166436,77,6
SMB310R,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,8/7/2024,00:00.0,8/7/2024,14/9/2029,2595,0,1747.462369,2,4,836186.5,151849174,88412330,59425295,12.75890411,8.371232877,Scheduled - Future,304,1442.5,1166436,77,6
SMB311M,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,27/9/2021,00:00.0,27/9/2021,29/5/2026,1489,0,1502.856546,2,4,897981,159750311,83052320,63430906,12.75890411,7.105479452,Scheduled - Future,1319,183,1172404,75,9
SMB311M,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,6/1/2023,00:00.0,6/1/2023,25/5/2030,1745,0,1600,2,4,821887.5,159750311,83052320,63430906,12.75890411,8.031506849,Scheduled - Future,853,746,1172404,75,9
SMB312K,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,8/3/2023,00:00.0,8/3/2023,28/6/2028,1964,0,1619.973428,2,4,978224,136519951,85480230,47364891,12.75890411,7.898630137,Scheduled - Future,792,827,1150138,77,7
SMB312K,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,22/2/2024,00:00.0,22/2/2024,14/6/2029,2315,0,1769.973428,2,4,53512,136519951,85480230,47364891,12.75890411,8.379452055,Scheduled - Future,441,1328,1150138,77,7
SMB313H,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,15/11/2022,00:00.0,15/11/2022,8/3/2028,1849,0,1620.392007,2,4,924236,61646990,40431160,25085474,12.62739726,7.615068493,Scheduled - Future,905,714.5,1061384,67,4
SMB313H,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,24/6/2024,00:00.0,24/6/2024,16/10/2029,2436,0,1770.392007,2,4,1055535,61646990,40431160,25085474,12.62739726,8.419178082,Scheduled - Future,318,1451.5,1061384,67,4
SMB314E,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,18/7/2021,00:00.0,18/7/2021,27/6/2026,1354,0,1552.737055,2,4,827580,1018455426,84643660,43807608,12.62739726,6.964383562,Scheduled - Future,1390,161.5,1087621,77,10
SMB314E,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,22/2/2024,00:00.0,22/2/2024,31/1/2029,2303,0,1702.737055,2,4,992219,1018455426,84643660,43807608,12.62739726,8.264383562,Scheduled - Future,441,1260.5,1087621,77,10
SMB315C,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,4/2/2022,00:00.0,4/2/2022,20/9/2026,1513,0,1494.96671,2,4,736931,960239113,77096470,38090023,12.62739726,7.297260274,Scheduled - Future,1189,305,974441,60,5
SMB315C,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,4/2/2022,00:00.0,4/2/2022,20/9/2026,1513,0,1644.96671,2,4,736931,960239113,77096470,38090023,12.62739726,7.297260274,Scheduled - Future,1189,455,974441,60,5
SMB316A,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,Training,6/1/2018,,6/1/2018,28/5/2027,,0,1968.472075,1,1,,,,,12.62739726,5.287671233,Overdue - Action Required,2679,-712,428083,1,0
SMB316A,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,Training,5/1/2018,,5/1/2018,27/5/2027,,0,1968.891566,1,1,,,,,12.62739726,5.284931507,Overdue - Action Required,2680,-712,428083,1,0
SMB317Y,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,13/8/2021,00:00.0,13/8/2021,5/3/2025,966,-1,1300,3,9,917724,157913870,70100790,39021036,12.62739726,6.007305936,Overdue - Action Required,2589,-473.3333333,1172541,32,6
SMB317Y,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,16/3/2021,00:00.0,16/3/2021,2/8/2025,1075,0,1600,2,4,887216,157913870,70100790,39021036,12.62739726,7.006849315,Due Soon - Monitor,1514,85,1172541,32,6
SMB318U,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,12/3/2021,00:00.0,12/3/2021,2/10/2027,948,1,1304.844068,3,9,784429.5,199354571,88800950,30791869,12.44383562,5.97716895,Overdue - Action Required,2149,-424.6666667,1214364,43,7
SMB318U,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,12/3/2021,00:00.0,12/3/2021,29/7/2025,1345,0,1600,2,4,850974,199354571,88800950,30791869,12.44383562,6.442465753,Due Soon - Monitor,1518,81,1214364,43,7
SMB319S,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,26/6/2019,00:00.0,26/6/2019,13/3/2027,1015,0,1328.05171,2,4,,161062617,77077520,24599532,12.56712329,5.305479452,Overdue - Action Required,2143,-816,1171007,41,1
SMB319S,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,2/7/2020,00:00.0,2/7/2020,18/11/2027,1089,0,1600,2,4,833194,161062617,77077520,24599532,12.56712329,6.223287671,Overdue - Action Required,1771,-172,1171007,41,1
SMB320L,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,17/7/2021,00:00.0,17/7/2021,14/8/2025,1371,0,1394.522973,2,4,896857,185261065,84746450,15132785,12.56712329,6.878082192,Scheduled - Future,1391,2.5,1200485,63,8
SMB320L,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,17/2/2023,00:00.0,17/2/2023,6/2/2028,1950,0,1707.958063,2,4,998515,185261065,84746450,15132785,12.56712329,7.673972603,Scheduled - Future,811,896,1200485,63,8
SMB321J,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,5/8/2019,00:00.0,5/8/2019,10/6/2027,972,0,1352.716014,2,4,717550,373412492,86138330,16058627,12.56712329,5.473972603,Overdue - Action Required,2103,-751.5,1129874,48,4
SMB321J,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,2/7/2024,00:00.0,2/7/2024,4/12/2029,2405,0,1790.634687,2,4,1062835,373412492,86138330,16058627,12.56712329,8.423287671,Scheduled - Future,310,1479.5,1129874,48,4
SMB322G,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,13/12/2022,00:00.0,13/12/2022,5/12/2030,1858,0,1559.015878,2,4,682625,823065382,58199550,27831084,12.56712329,7.619178082,Scheduled - Future,877,681,834623,85,10
SMB322G,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,13/12/2022,00:00.0,13/12/2022,5/12/2030,1859,0,1709.358603,2,4,682625,823065382,58199550,27831084,12.56712329,7.617808219,Scheduled - Future,877,831.5,834623,85,10
SMB323D,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,15/12/2022,00:00.0,15/12/2022,7/11/2030,1825,0,1544.433212,2,4,687468,851667865,68057780,32477650,12.56712329,7.669863014,Scheduled - Future,875,668.5,863056,60,3
SMB323D,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,15/12/2022,00:00.0,15/12/2022,7/11/2030,1825,0,1694.433212,2,4,687468,851667865,68057780,32477650,12.56712329,7.669863014,Scheduled - Future,875,818.5,863056,60,3
SMB324B,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,5/12/2022,00:00.0,5/12/2022,17/3/2028,2018,0,1614.510356,2,4,692677,844496570,55938450,24496635,12.56712329,7.378082192,Scheduled - Future,885,728.5,856305,71,8
SMB324B,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,15/4/2024,00:00.0,15/4/2024,1/9/2028,1257.5,1,1600,3,9,785470.5,844496570,55938450,24496635,12.56712329,9.152511416,Scheduled - Future,448,1191,856305,71,8
SMB325Z,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,13/1/2023,00:00.0,13/1/2023,12/11/2030,1986,0,1532.058661,2,4,657131,1008156426,79411380,27152223,12.52876712,7.490410959,Scheduled - Future,846,685,1021715,57,3
SMB325Z,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,29/7/2024,00:00.0,29/7/2024,19/2/2030,2472,0,1815.773789,2,4,959133,1008156426,79411380,27152223,12.52876712,8.367123288,Scheduled - Future,283,1531.5,1021715,57,3
SMB326X,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,19/7/2017,,19/7/2017,17/4/2027,,0,2098.527669,1,1,448067,1014949210,85474830,32180212,12.52328767,4.715068493,Overdue - Action Required,2850,-753,1054224,60,8
SMB326X,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,26/3/2018,,26/3/2018,5/2/2027,,0,2142.780942,1,1,511941,1014949210,85474830,32180212,12.52328767,5.4,Overdue - Action Required,2600,-458,1054224,60,8
SMB327T,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,10/4/2023,00:00.0,10/4/2023,7/1/2028,1838,0,1516.918556,2,4,675656,997873189,64434770,25409052,12.56712329,7.969863014,Scheduled - Future,759,757,1003023,40,5
SMB327T,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,29/3/2018,,29/3/2018,3/4/2027,,0,2197.221965,1,1,486637,997873189,64434770,25409052,12.56712329,5.452054795,Overdue - Action Required,2597,-401,1003023,40,5
SMB328R,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,27/2/2023,00:00.0,27/2/2023,5/7/2028,1924,0,1627.769509,2,4,873731,993919792,72006390,29600758,12.52876712,7.698630137,Scheduled - Future,801,825.5,1004079,50,9
SMB328R,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,31/7/2024,00:00.0,31/7/2024,7/12/2029,2444,0,1777.769509,2,4,951614,993919792,72006390,29600758,12.52876712,8.410958904,Scheduled - Future,281,1495.5,1004079,50,9
SMB329M,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,14/9/2021,00:00.0,14/9/2021,25/5/2026,1667,0,1507.438629,2,4,614744,1012955586,63745450,33940649,12.52876712,6.595890411,Scheduled - Future,1332,174.5,1029767,61,4
SMB329M,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,22/7/2024,00:00.0,22/7/2024,24/12/2029,2421,0,1790.958946,2,4,984674,1012955586,63745450,33940649,12.52876712,8.417808219,Scheduled - Future,290,1500,1029767,61,4
SMB333A,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,14/10/2022,00:00.0,14/10/2022,7/7/2030,1668,0,1513.815159,2,4,871716,1002131523,64246030,59525864,12.52328767,7.671232877,Scheduled - Future,937,576,1030988,37,2
SMB333A,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,13/4/2018,00:00.0,13/4/2018,4/1/2026,,0,1663.631102,2,4,513231,1002131523,64246030,59525864,12.52328767,5.419178082,Overdue - Action Required,2582,-919.5,1030988,37,2
SMB334Y,6010847,"COMPRESSOR,AIR:FOR MAN A22 BUS",MAN A22,SD,OOB,13/11/2021,00:00.0,13/11/2021,5/6/2026,1026,-1,1300,3,9,627096.5,969950336,46892440,21911995,12.51232877,5.957990868,Overdue - Action Required,2581,-409.3333333,969863,33,3
SMB334Y,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A22,SD,OOB,13/11/2021,00:00.0,13/11/2021,1/4/2026,1309,0,1600,2,4,627096.5,969950336,46892440,21911995,12.51232877,7.234246575,Scheduled - Future,1272,327,969863,33,3
