Bus No,Material,Material Description,Model,Bus Format,Type,Replacement Date,Next Replacement Date,Final Replacement Date,Predicted Replacement Date,Interval Days,Failure Trend,Predicted Interval,Order Count,Total Withdrawn,Mileage Extracted,MaxMilage_AllYears,SumDistancePlanned_AllYears,SumDistanceActual_AllYears,Bus Age,Bus Age At Replacement,Status,Days Since Last Replacement,Time To Action,Odometer,Total Fault Count,Accident Count
SG5823Y,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95,Double Decker,GOB,23/8/2023,00:00.0,23/8/2023,15/3/2030,208,0,1300,2,4,439104,570565069,82364030,33410280,7.717808219,5.723287671,Scheduled - Future,624,675,576531,117,7
SG5824U,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A95,Double Decker,GOB,30/8/2022,,30/8/2022,16/1/2030,,0,1600,1,1,354725,525490256,61391850,22916495,7.717808219,5.02739726,Scheduled - Future,982,617,538692,64,8
SG5824U,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95,Double Decker,GOB,30/8/2022,,30/8/2022,22/3/2026,,0,1300,1,1,354725,525490256,61391850,22916495,7.717808219,5.02739726,Scheduled - Future,982,317,538692,64,8
SG5825S,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A95,Double Decker,GOB,8/2/2023,,8/2/2023,27/6/2030,,0,1600,1,1,364322,489148595,60984520,24430430,7.717808219,5.471232877,Scheduled - Future,820,779,503540,84,5
SG5825S,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95,Double Decker,GOB,8/2/2023,,8/2/2023,31/8/2026,,0,1300,1,1,364322,489148595,60984520,24430430,7.717808219,5.471232877,Scheduled - Future,820,479,503540,84,5
SG5826P,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A95,Double Decker,GOB,1/12/2022,,1/12/2022,19/4/2030,,0,1600,1,1,274411,411264658,58562420,29849432,7.715068493,5.279452055,Scheduled - Future,889,710,410876,34,4
SG5826P,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95,Double Decker,GOB,23/12/2022,,23/12/2022,15/7/2026,,0,1300,1,1,278118,411264658,58562420,29849432,7.715068493,5.339726027,Scheduled - Future,867,432,410876,34,4
SG5827L,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A95,Double Decker,GOB,9/12/2022,,9/12/2022,27/4/2030,,0,1600,1,1,277840,452566341,92115030,46705588,7.709589041,5.295890411,Scheduled - Future,881,718,462081,32,12
SG5827L,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95,Double Decker,GOB,6/1/2023,,6/1/2023,29/7/2026,,0,1300,1,1,282272,452566341,92115030,46705588,7.709589041,5.37260274,Scheduled - Future,853,446,462081,32,12
SG5828J,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A95,Double Decker,GOB,2/12/2022,,2/12/2022,20/4/2030,,0,1600,1,1,263967,414087186,56628830,32576294,7.709589041,5.276712329,Scheduled - Future,888,711,426516,45,5
SG5828J,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95,Double Decker,GOB,15/1/2023,,15/1/2023,7/8/2026,,0,1300,1,1,,414087186,56628830,32576294,7.709589041,5.397260274,Scheduled - Future,844,455,426516,45,5
SG5829G,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A95,Double Decker,GOB,29/7/2023,,29/7/2023,15/12/2030,,0,1600,1,1,269204,353773507,54106700,39344920,7.709589041,5.931506849,Scheduled - Future,649,950,363743,45,4
SG5829G,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95,Double Decker,GOB,3/1/2022,,3/1/2022,26/7/2030,,0,1300,1,1,181060,353773507,54106700,39344920,7.709589041,4.364383562,Due Soon - Monitor,1221,78,363743,45,4
SG5833T,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A95,Double Decker,GOB,3/2/2023,,3/2/2023,22/6/2030,,0,1600,1,1,306206,451087605,54951080,26501106,7.523287671,5.263013699,Scheduled - Future,825,774,460786,99,14
SG5833T,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95,Double Decker,GOB,2/2/2023,,2/2/2023,25/8/2026,,0,1300,1,1,306206,451087605,54951080,26501106,7.523287671,5.260273973,Scheduled - Future,826,473,460786,99,14
SG5834R,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A95,Double Decker,GOB,1/8/2022,,1/8/2022,18/12/2026,,0,1600,1,1,304639,473790522,64028270,26016999,7.536986301,4.767123288,Scheduled - Future,1011,588,480030,67,8
SG5834R,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95,Double Decker,GOB,22/2/2022,,22/2/2022,14/9/2025,,0,1300,1,1,283617,473790522,64028270,26016999,7.536986301,4.328767123,Scheduled - Future,1171,128,480030,67,8
SG5863G,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A95,Double Decker,GOB,5/10/2022,,5/10/2022,21/2/2031,,0,1600,1,1,347830,463211545,36713580,19855491,7.367123288,4.775342466,Scheduled - Future,946,653,471882,27,2
SG5863G,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95,Double Decker,GOB,7/11/2022,,7/11/2022,30/5/2026,,0,1300,1,1,347830,463211545,36713580,19855491,7.367123288,4.865753425,Scheduled - Future,913,386,471882,27,2
SG5871H,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A95,Double Decker,GOB,27/7/2022,,27/7/2022,13/12/2026,,0,1600,1,1,275131,443587932,40464230,12829979,7.479452055,4.695890411,Scheduled - Future,1016,583,456101,57,2
SG5871H,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95,Double Decker,GOB,27/7/2022,,27/7/2022,16/2/2026,,0,1300,1,1,275131,443587932,40464230,12829979,7.479452055,4.695890411,Scheduled - Future,1016,283,456101,57,2
SG5873C,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A95,Double Decker,GOB,7/7/2023,,7/7/2023,23/11/2031,,0,1600,1,1,387679,498612028,63155860,24770157,7.479452055,5.64109589,Scheduled - Future,671,928,500951,51,10
SG5873C,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95,Double Decker,GOB,21/2/2023,00:00.0,21/2/2023,13/9/2026,364,0,1300,2,4,328101,498612028,63155860,24770157,7.479452055,4.769863014,Scheduled - Future,807,492,500951,51,10
SG5874A,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A95,Double Decker,GOB,2/2/2023,00:00.0,2/2/2023,21/6/2031,159,0,1600,2,4,326854,459016147,41637660,19549749,7.479452055,4.998630137,Scheduled - Future,826,773,468716,57,2
SG5874A,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95,Double Decker,GOB,2/2/2023,00:00.0,2/2/2023,25/8/2026,159,0,1300,2,4,326854,459016147,41637660,19549749,7.479452055,4.998630137,Scheduled - Future,826,473,468716,57,2
SG5885T,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A95,Double Decker,GOB,9/3/2023,,9/3/2023,26/7/2031,,0,1600,1,1,342288,473864993,64689120,31008203,7.367123288,5.2,Scheduled - Future,791,808,484416,0,3
SG5885T,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95,Double Decker,GOB,18/1/2023,,18/1/2023,10/8/2026,,0,1300,1,1,333496,473864993,64689120,31008203,7.367123288,5.063013699,Scheduled - Future,841,458,484416,0,3
SG5887M,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A95,Double Decker,GOB,1/2/2023,,1/2/2023,20/6/2031,,0,1600,1,1,306665,434265728,61712550,31787759,7.391780822,5.126027397,Scheduled - Future,827,772,441089,87,7
SG5887M,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95,Double Decker,GOB,1/2/2023,,1/2/2023,24/8/2026,,0,1300,1,1,306665,434265728,61712550,31787759,7.391780822,5.126027397,Scheduled - Future,827,472,441089,87,7
SG5888K,6011404,TURBOCHARGER:FOR MAN A22/A95 E5,MAN A95,Double Decker,GOB,31/7/2023,,31/7/2023,17/12/2031,,0,1600,1,1,250225,334462050,55495570,36504354,7.391780822,5.619178082,Scheduled - Future,647,952,351673,35,0
SG5888K,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95,Double Decker,GOB,31/7/2023,,31/7/2023,20/2/2031,,0,1300,1,1,250225,334462050,55495570,36504354,7.391780822,5.619178082,Scheduled - Future,647,652,351673,35,0
SG5927G,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,20/4/2023,00:00.0,20/4/2023,10/11/2026,101,0,1300,2,4,274543,409364843,63488030,27907907,6.939726027,4.749315068,Scheduled - Future,749,550,420766,99,9
SG5928D,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,29/3/2023,,29/3/2023,19/10/2026,,0,1300,1,1,291121,406838307,56863540,23498865,6.939726027,4.82739726,Scheduled - Future,771,528,420270,105,5
SG5929B,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,13/1/2023,,13/1/2023,5/8/2026,,0,1300,1,1,285109,377199520,36311480,14357055,6.939726027,4.621917808,Scheduled - Future,846,453,388483,68,3
SG5930X,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,24/4/2023,,24/4/2023,14/11/2026,,0,1300,1,1,277512,371622305,45678100,20595095,6.939726027,4.898630137,Scheduled - Future,745,554,378137,94,5
SG5944G,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,5/4/2023,,5/4/2023,26/10/2026,,0,1300,1,1,148768,272983754,62854780,40836495,6.736986301,4.643835616,Scheduled - Future,764,535,282370,45,2
SG5945D,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,18/5/2023,,18/5/2023,8/12/2026,,0,1300,1,1,162911,251513477,52650360,35436738,6.736986301,4.761643836,Scheduled - Future,721,578,265826,19,3
SG5947Z,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,5/1/2023,,5/1/2023,28/7/2026,,0,1300,1,1,252904,361595814,55586060,19708733,6.736986301,4.397260274,Scheduled - Future,854,445,372606,93,3
SG5949T,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,21/3/2023,,21/3/2023,11/10/2026,,0,1300,1,1,235012,344450106,55243780,22910910,6.682191781,4.547945205,Scheduled - Future,779,520,354039,78,5
SG5950M,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,14/3/2024,,14/3/2024,5/10/2031,,0,1300,1,1,210159,245698347,35175180,22990653,6.663013699,5.512328767,Scheduled - Future,420,879,261996,34,2
SG5951K,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,17/4/2023,,17/4/2023,7/11/2026,,0,1300,1,1,247250,346586212,48925550,30763297,6.64109589,4.580821918,Scheduled - Future,752,547,356091,29,2
SG5959P,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,16/2/2023,,16/2/2023,8/9/2026,,0,1300,1,1,268806,370559063,37071510,18368033,6.635616438,4.410958904,Scheduled - Future,812,487,381657,83,4
SG5960J,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,27/3/2023,,27/3/2023,17/10/2026,,0,1300,1,1,264128,376859283,62486750,28272133,6.635616438,4.517808219,Scheduled - Future,773,526,391464,82,3
SG5961G,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,21/2/2023,,21/2/2023,13/9/2026,,0,1300,1,1,254612,382455068,63925480,28178887,6.635616438,4.424657534,Scheduled - Future,807,492,392018,106,5
SG5962D,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,5/1/2023,,5/1/2023,28/7/2026,,0,1300,1,1,247356,369878452,65778370,33607766,6.635616438,4.295890411,Scheduled - Future,854,445,378378,97,3
SG5966T,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,17/11/2022,,17/11/2022,9/6/2026,,0,1300,1,1,286865,435980728,53236460,34186967,6.55890411,4.084931507,Scheduled - Future,903,396,447810,22,2
SG5967R,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,27/4/2023,,27/4/2023,17/11/2026,,0,1300,1,1,295525,384108389,42699840,29675421,6.55890411,4.526027397,Scheduled - Future,742,557,393118,18,2
SG5968M,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,26/4/2023,,26/4/2023,16/11/2026,,0,1300,1,1,294440,365736679,35535680,18415343,6.55890411,4.523287671,Scheduled - Future,743,556,375910,29,5
SG5969K,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,10/2/2025,00:00.0,10/2/2025,2/9/2028,816,0,1300,2,4,310039,366576806,47856280,31793723,6.55890411,5.202739726,Scheduled - Future,87,1212,375477,30,1
SG5970E,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,18/11/2022,,18/11/2022,10/6/2026,,0,1300,1,1,267255,399681226,23350880,18979913,6.55890411,4.087671233,Scheduled - Future,902,397,408953,11,1
SG5975S,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,16/3/2023,,16/3/2023,6/10/2026,,0,1300,1,1,306289,448872844,64857080,26843712,6.509589041,4.361643836,Scheduled - Future,784,515,460369,61,2
SG5976P,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,29/9/2022,,29/9/2022,21/4/2026,,0,1300,1,1,260454,441895299,88526650,39140566,6.487671233,3.879452055,Scheduled - Future,952,347,459017,49,5
SG5978J,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,25/4/2023,,25/4/2023,15/11/2026,,0,1300,1,1,311518,433697064,59182060,38888988,6.471232877,4.432876712,Scheduled - Future,744,555,447060,59,7
SG5979G,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,20/3/2023,,20/3/2023,10/10/2026,,0,1300,1,1,322890,459795481,61918090,24355419,6.471232877,4.334246575,Scheduled - Future,780,519,469547,74,7
SG5981Z,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,17/2/2023,,17/2/2023,9/9/2026,,0,1300,1,1,259515,3857205727,80654430,24096369,6.471232877,4.249315068,Scheduled - Future,811,488,419611,65,2
SG5982X,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,18/4/2023,,18/4/2023,8/11/2026,,0,1300,1,1,281100,414864076,69978180,26221176,6.509589041,4.452054795,Scheduled - Future,751,548,425278,97,4
SG5983T,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,20/5/2023,,20/5/2023,10/12/2026,,0,1300,1,1,2959583,412006107,65757600,31558799,6.509589041,4.539726027,Scheduled - Future,719,580,425092,61,2
SG5985M,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,10/1/2023,,10/1/2023,2/8/2026,,0,1300,1,1,269546,406558239,66122000,33027562,6.509589041,4.183561644,Scheduled - Future,849,450,416956,57,0
SG6007E,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,5/1/2023,,5/1/2023,28/7/2026,,0,1300,1,1,241548,372421940,58495700,24889522,6.449315068,4.109589041,Scheduled - Future,854,445,380930,62,7
SG6008C,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,5/1/2023,,5/1/2023,28/7/2026,,0,1300,1,1,241483,380235125,59324190,26104146,6.449315068,4.109589041,Scheduled - Future,854,445,391061,59,8
SG6009A,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,20/3/2023,,20/3/2023,10/10/2026,,0,1300,1,1,254052,385666215,61706990,26110337,6.449315068,4.312328767,Scheduled - Future,780,519,398804,79,2
SG6010U,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,22/2/2023,,22/2/2023,14/9/2026,,0,1300,1,1,266795,418806884,80162670,21073421,6.432876712,4.224657534,Scheduled - Future,806,493,431380,64,5
SG6011S,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,15/5/2023,,15/5/2023,5/12/2026,,0,1300,1,1,303845,399187031,51884440,19066320,6.432876712,4.449315068,Scheduled - Future,724,575,411106,40,5
SG6014J,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,16/5/2023,,16/5/2023,6/12/2026,,0,1300,1,1,280036,417767041,82653040,38668766,6.410958904,4.430136986,Scheduled - Future,723,576,432359,68,5
SG6015G,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,23/2/2023,,23/2/2023,15/9/2026,,0,1300,1,1,253018,364815901,58964620,25739458,6.410958904,4.205479452,Scheduled - Future,805,494,377281,79,2
SG6016D,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,14/1/2023,,14/1/2023,6/8/2026,,0,1300,1,1,239347,394070528,74793780,31768750,6.410958904,4.095890411,Scheduled - Future,845,454,404780,64,10
SG6017B,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,2/5/2023,,2/5/2023,22/11/2026,,0,1300,1,1,331190,500266961,91999220,45697141,6.432876712,4.41369863,Scheduled - Future,737,562,507899,69,7
SG6020R,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,16/5/2023,,16/5/2023,6/12/2026,,0,1300,1,1,281223,413278293,49865240,15750347,6.410958904,4.430136986,Scheduled - Future,723,576,426712,59,4
SG6021M,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,5/1/2023,,5/1/2023,28/7/2026,,0,1300,1,1,255399,398595373,66782350,28454773,6.405479452,4.065753425,Scheduled - Future,854,445,408041,84,2
SG6025C,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,13/2/2023,,13/2/2023,5/9/2026,,0,1300,1,1,259462,390455870,58876030,24684790,6.405479452,4.17260274,Scheduled - Future,815,484,406325,78,7
SG6026A,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,29/4/2023,,29/4/2023,19/11/2026,,0,1300,1,1,277191,404484508,74400270,31435821,6.391780822,4.364383562,Scheduled - Future,740,559,416318,46,7
SG6028U,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,19/5/2023,,19/5/2023,9/12/2026,,0,1300,1,1,320775,1022207461,23314510,18977253,6.391780822,4.419178082,Scheduled - Future,720,579,486771,19,2
SG6030L,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,9/11/2022,,9/11/2022,1/6/2026,,0,1300,1,1,296724,488672626,84311840,37403850,6.391780822,3.895890411,Scheduled - Future,911,388,497943,75,3
SG6032G,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,20/4/2023,,20/4/2023,10/11/2026,,0,1300,1,1,276113,411873353,68258780,33134078,6.389041096,4.336986301,Scheduled - Future,749,550,415527,53,1
SG6033D,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,8/4/2023,,8/4/2023,29/10/2026,,0,1300,1,1,209139,334551597,67184600,40069564,6.389041096,4.304109589,Scheduled - Future,761,538,346619,26,6
SG6034B,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,6/1/2023,,6/1/2023,29/7/2026,,0,1300,1,1,307490,461381250,64528900,25691180,6.389041096,4.052054795,Scheduled - Future,853,446,469691,60,4
SG6035Z,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,11/11/2022,,11/11/2022,3/6/2026,,0,1300,1,1,252387,410529247,73418820,54671988,6.389041096,3.898630137,Scheduled - Future,909,390,422311,55,2
SG6036X,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,29/5/2023,,29/5/2023,19/12/2026,,0,1300,1,1,275764,398769492,70467020,32685236,6.389041096,4.443835616,Scheduled - Future,710,589,412923,34,1
SG6038R,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,8/3/2024,,8/3/2024,29/9/2031,,0,1300,1,1,306730,367862694,63375610,46323778,6.345205479,5.178082192,Scheduled - Future,426,873,379203,40,6
SG6039M,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,28/4/2023,,28/4/2023,18/11/2026,,0,1300,1,1,296973,412953824,62070830,25612149,6.309589041,4.279452055,Scheduled - Future,741,558,423876,50,3
SG6040H,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,17/5/2023,,17/5/2023,7/12/2026,,0,1300,1,1,283946,413351964,69283370,43775326,6.309589041,4.331506849,Scheduled - Future,722,577,426798,51,3
SG6048L,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,16/5/2023,,16/5/2023,6/12/2026,,0,1300,1,1,176450,273050900,54617460,39130111,5.873972603,3.893150685,Scheduled - Future,723,576,288873,17,1
SG6051B,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,14/9/2024,00:00.0,14/9/2024,6/4/2028,497,0,1300,2,4,283502,343942140,58858900,29484332,5.873972603,4.546575342,Scheduled - Future,236,1063,358200,38,3
SG6068D,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,19/5/2023,,19/5/2023,9/12/2026,,0,1300,1,1,271417,398700364,72563420,34400049,6.191780822,4.219178082,Scheduled - Future,720,579,410967,96,4
SG6072R,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,19/5/2023,,19/5/2023,9/12/2026,,0,1300,1,1,134398,190972778,33531800,22759006,6.317808219,4.345205479,Scheduled - Future,720,579,209156,15,3
SG6073M,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,13/1/2023,,13/1/2023,5/8/2026,,0,1300,1,1,231821,367644759,57969510,19621511,6.317808219,4,Scheduled - Future,846,453,379404,73,11
SG6107A,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,19/7/2023,,19/7/2023,8/2/2031,,0,1300,1,1,181539,286580903,60360870,31053872,5.712328767,3.906849315,Scheduled - Future,659,640,298207,30,0
SG6108Y,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,4/10/2022,,4/10/2022,26/4/2026,,0,1300,1,1,117173,215866067,42870640,22964358,5.693150685,3.098630137,Scheduled - Future,947,352,230502,31,1
SG6110P,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,12/11/2022,,12/11/2022,4/6/2026,,0,1300,1,1,192170,356217478,73988710,36032335,5.654794521,3.167123288,Scheduled - Future,908,391,369246,74,1
SG6111L,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,20/3/2024,,20/3/2024,11/10/2031,,0,1300,1,1,264934,322375649,61502470,47085511,5.906849315,4.77260274,Scheduled - Future,414,885,333020,39,8
SG6112J,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,25/3/2024,,25/3/2024,16/10/2031,,0,1300,1,1,219784,266806047,50396330,30689573,5.723287671,4.602739726,Scheduled - Future,409,890,275389,31,4
SG6114D,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,27/5/2023,,27/5/2023,17/12/2026,,0,1300,1,1,246306,318807658,34839810,27256376,6.104109589,4.153424658,Scheduled - Future,712,587,329449,33,1
SG6115B,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,8/5/2023,,8/5/2023,28/11/2026,,0,1300,1,1,228145,336370425,58636740,44686924,6.104109589,4.101369863,Scheduled - Future,731,568,349231,60,4
SG6116Z,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,16/1/2023,,16/1/2023,8/8/2026,,0,1300,1,1,294870,428361087,46908280,17298755,6.104109589,3.794520548,Scheduled - Future,843,456,438799,44,1
SG6117X,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,29/3/2023,,29/3/2023,19/10/2026,,0,1300,1,1,333422,496506463,28858880,8068614,5.873972603,3.761643836,Scheduled - Future,771,528,509178,46,8
SG6118T,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,5/4/2024,,5/4/2024,27/10/2031,,0,1300,1,1,256119,301558421,53113140,38555397,5.873972603,4.783561644,Scheduled - Future,398,901,311495,39,3
SG6120K,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,5/1/2023,,5/1/2023,28/7/2026,,0,1300,1,1,230634,350901691,53753100,17776098,6.104109589,3.764383562,Scheduled - Future,854,445,359084,74,4
SG6121H,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,17/2/2023,,17/2/2023,9/9/2026,,0,1300,1,1,271460,407266168,60181980,24289154,6.104109589,3.882191781,Scheduled - Future,811,488,419310,66,4
SG6122E,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,7/6/2024,,7/6/2024,29/12/2031,,0,1300,1,1,235433,289364511,44507950,15660787,6.065753425,5.147945205,Scheduled - Future,335,964,304047,33,3
SG6123C,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,9/5/2023,,9/5/2023,29/11/2026,,0,1300,1,1,249316,349304808,55167570,33494757,6.095890411,4.095890411,Scheduled - Future,730,569,359640,36,4
SG6124A,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,3/5/2023,,3/5/2023,23/11/2026,,0,1300,1,1,255914,356332417,55053820,35137070,6.095890411,4.079452055,Scheduled - Future,736,563,369110,42,6
SG6125Y,6012730,"COMPRESSOR,AIR:FOR MAN A95 BUS",MAN A95 EU6,Double Decker,GOB,8/11/2022,,8/11/2022,31/5/2026,,0,1300,1,1,278504,427053081,64786580,29114984,6.095890411,3.597260274,Scheduled - Future,912,387,435872,44,1
